Date,Time,Temperature,Source
2026-09-19,13:54:06,14.19,Alistair's Apple Watch S10
2026-09-19,13:54:23,14.19,Alistair's Apple Watch S10
2026-09-19,13:54:43,14.19,Alistair's Apple Watch S10
2026-09-19,13:55:01,14.19,Alistair's Apple Watch S10
2026-09-19,13:55:22,14.19,Alistair's Apple Watch S10
2026-09-19,13:55:37,14.09,Alistair's Apple Watch S10
2026-09-19,13:55:52,14.09,Alistair's Apple Watch S10
2026-09-19,13:56:09,14.09,Alistair's Apple Watch S10
2026-09-19,13:56:36,14.09,Alistair's Apple Watch S10
2026-09-19,13:56:56,14.09,Alistair's Apple Watch S10
2026-09-19,13:57:14,14.19,Alistair's Apple Watch S10
2026-09-19,13:57:34,14.19,Alistair's Apple Watch S10
2026-09-19,13:57:51,14.19,Alistair's Apple Watch S10
2026-09-19,13:58:11,14.19,Alistair's Apple Watch S10
2026-09-19,13:58:26,14.19,Alistair's Apple Watch S10
2026-09-19,13:58:55,14.19,Alistair's Apple Watch S10
2026-09-19,13:59:17,14.09,Alistair's Apple Watch S10
2026-09-19,13:59:36,14.09,Alistair's Apple Watch S10
2026-09-19,13:59:53,14.09,Alistair's Apple Watch S10
2026-09-19,14:00:18,14.09,Alistair's Apple Watch S10
2026-09-19,14:00:35,14.19,Alistair's Apple Watch S10
2026-09-19,14:00:56,14.29,Alistair's Apple Watch S10
2026-09-19,14:01:37,14.49,Alistair's Apple Watch S10
2026-09-19,14:02:00,14.39,Alistair's Apple Watch S10
2026-09-19,14:02:17,14.19,Alistair's Apple Watch S10
2026-09-19,14:02:35,14.19,Alistair's Apple Watch S10
2026-09-19,14:02:54,14.19,Alistair's Apple Watch S10
2026-09-19,14:03:22,14.19,Alistair's Apple Watch S10
2026-09-19,14:03:49,14.19,Alistair's Apple Watch S10
2026-09-19,14:04:09,14.19,Alistair's Apple Watch S10
2026-09-19,14:04:25,14.19,Alistair's Apple Watch S10
2026-09-19,14:04:40,14.19,Alistair's Apple Watch S10
2026-09-19,14:04:59,14.19,Alistair's Apple Watch S10
2026-09-19,14:05:20,14.29,Alistair's Apple Watch S10
2026-09-19,14:05:48,14.39,Alistair's Apple Watch S10
2026-09-19,14:06:07,14.19,Alistair's Apple Watch S10
2026-09-19,14:06:23,14.19,Alistair's Apple Watch S10
2026-09-19,14:06:39,14.19,Alistair's Apple Watch S10
2026-09-19,14:06:54,14.19,Alistair's Apple Watch S10
2026-09-19,14:07:11,14.19,Alistair's Apple Watch S10
2026-09-19,14:07:28,14.19,Alistair's Apple Watch S10
2026-09-19,14:07:53,14.19,Alistair's Apple Watch S10
2026-09-19,14:08:08,14.19,Alistair's Apple Watch S10
2026-09-19,14:08:24,14.19,Alistair's Apple Watch S10
2026-09-19,14:08:45,14.29,Alistair's Apple Watch S10
2026-09-19,14:09:02,14.19,Alistair's Apple Watch S10
2026-09-19,14:09:17,14.19,Alistair's Apple Watch S10
2026-09-19,14:09:32,14.19,Alistair's Apple Watch S10
2026-09-19,14:09:48,14.19,Alistair's Apple Watch S10
2026-09-19,14:10:03,14.19,Alistair's Apple Watch S10
2026-09-19,14:10:19,14.09,Alistair's Apple Watch S10
2026-09-19,14:10:42,14.09,Alistair's Apple Watch S10
2026-09-19,14:11:00,14.09,Alistair's Apple Watch S10
2026-09-19,14:11:16,14.09,Alistair's Apple Watch S10
2026-09-19,14:11:33,14.09,Alistair's Apple Watch S10
2026-09-19,14:11:54,14.09,Alistair's Apple Watch S10
2026-09-19,14:12:11,14.09,Alistair's Apple Watch S10
2026-09-19,14:12:33,14.09,Alistair's Apple Watch S10
2026-09-19,14:12:53,14.09,Alistair's Apple Watch S10
2026-09-19,14:13:11,14.09,Alistair's Apple Watch S10
2026-09-19,14:13:35,14.09,Alistair's Apple Watch S10
2026-09-19,14:13:55,14.09,Alistair's Apple Watch S10
2026-09-19,14:14:15,14.09,Alistair's Apple Watch S10
2026-09-19,14:14:31,14.09,Alistair's Apple Watch S10
2026-09-19,14:14:51,14.09,Alistair's Apple Watch S10
2026-09-19,14:15:09,14.09,Alistair's Apple Watch S10
2026-09-19,14:15:26,14.09,Alistair's Apple Watch S10
2026-09-19,14:15:51,14.09,Alistair's Apple Watch S10
2026-09-19,14:16:09,14.09,Alistair's Apple Watch S10
2026-09-19,14:16:37,14.09,Alistair's Apple Watch S10
2026-09-19,14:16:53,14.19,Alistair's Apple Watch S10
2026-09-19,14:17:09,14.19,Alistair's Apple Watch S10
2026-09-19,14:17:26,14.19,Alistair's Apple Watch S10
2026-09-19,14:17:47,14.19,Alistair's Apple Watch S10
2026-09-19,14:18:03,14.19,Alistair's Apple Watch S10
2026-09-19,14:18:20,14.19,Alistair's Apple Watch S10
2026-09-19,14:18:41,14.19,Alistair's Apple Watch S10
2026-09-19,14:19:05,14.19,Alistair's Apple Watch S10
2026-09-19,14:19:28,14.19,Alistair's Apple Watch S10
2026-09-19,14:19:43,14.19,Alistair's Apple Watch S10
2026-09-19,14:20:00,14.19,Alistair's Apple Watch S10
2026-09-19,14:20:17,14.19,Alistair's Apple Watch S10
2026-09-19,14:20:33,14.19,Alistair's Apple Watch S10
2026-09-19,14:20:50,14.19,Alistair's Apple Watch S10
2026-09-19,14:21:07,14.19,Alistair's Apple Watch S10
2026-09-19,14:21:30,14.19,Alistair's Apple Watch S10
2026-09-19,14:21:46,14.19,Alistair's Apple Watch S10
2026-09-19,14:22:02,14.19,Alistair's Apple Watch S10
2026-09-19,14:22:21,14.19,Alistair's Apple Watch S10
2026-09-19,14:22:43,14.19,Alistair's Apple Watch S10
2026-09-19,14:22:59,14.19,Alistair's Apple Watch S10
2026-09-19,14:23:16,14.19,Alistair's Apple Watch S10
2026-09-19,14:23:32,14.19,Alistair's Apple Watch S10
2026-09-19,14:23:53,14.19,Alistair's Apple Watch S10
2026-09-19,14:24:09,14.19,Alistair's Apple Watch S10
2026-09-19,14:24:27,14.19,Alistair's Apple Watch S10
2026-09-19,14:24:58,14.19,Alistair's Apple Watch S10
2026-09-19,14:25:14,14.29,Alistair's Apple Watch S10
2026-09-19,14:25:34,14.29,Alistair's Apple Watch S10
2026-09-19,14:25:49,14.19,Alistair's Apple Watch S10
2026-09-19,14:26:07,14.19,Alistair's Apple Watch S10
2026-09-19,14:26:24,14.19,Alistair's Apple Watch S10
2026-09-19,14:26:39,14.19,Alistair's Apple Watch S10
2026-09-19,14:27:04,14.19,Alistair's Apple Watch S10
2026-09-19,14:27:43,14.19,Alistair's Apple Watch S10
2026-09-19,14:28:00,14.29,Alistair's Apple Watch S10
2026-09-19,14:28:16,14.29,Alistair's Apple Watch S10
2026-09-19,14:28:36,14.19,Alistair's Apple Watch S10
2026-09-19,14:28:55,14.29,Alistair's Apple Watch S10
2026-09-19,14:29:12,14.19,Alistair's Apple Watch S10
2026-09-19,14:29:27,14.29,Alistair's Apple Watch S10
2026-09-19,14:29:43,14.29,Alistair's Apple Watch S10
2026-09-19,14:30:01,14.29,Alistair's Apple Watch S10
2026-09-19,14:30:18,14.29,Alistair's Apple Watch S10
2026-09-19,14:30:35,14.39,Alistair's Apple Watch S10
2026-09-19,14:30:52,14.39,Alistair's Apple Watch S10
2026-09-19,14:31:11,14.39,Alistair's Apple Watch S10
2026-09-19,14:31:27,14.39,Alistair's Apple Watch S10
2026-09-21,13:27:28,20.78,Alistair's Apple Watch S10
2026-09-21,13:27:28,25.68,Alistair's Apple Watch S10
2026-09-21,13:28:02,15.71,Alistair's Apple Watch S10
2026-09-21,13:28:12,15.19,Alistair's Apple Watch S10
2026-09-21,13:28:40,15.11,Alistair's Apple Watch S10
2026-09-21,13:29:10,14.99,Alistair's Apple Watch S10
2026-09-21,13:29:36,14.99,Alistair's Apple Watch S10
2026-09-21,13:29:52,14.79,Alistair's Apple Watch S10
2026-09-21,13:30:15,14.49,Alistair's Apple Watch S10
2026-09-21,13:30:33,14.59,Alistair's Apple Watch S10
2026-09-21,13:31:03,14.99,Alistair's Apple Watch S10
2026-09-21,13:31:18,14.79,Alistair's Apple Watch S10
2026-09-21,13:31:51,14.69,Alistair's Apple Watch S10
2026-09-21,13:33:21,14.49,Alistair's Apple Watch S10
2026-09-21,13:34:05,14.29,Alistair's Apple Watch S10
2026-09-21,13:36:07,14.29,Alistair's Apple Watch S10
2026-09-21,13:36:43,14.19,Alistair's Apple Watch S10
2026-09-21,13:37:06,13.99,Alistair's Apple Watch S10
2026-09-21,13:37:26,14.09,Alistair's Apple Watch S10
2026-09-21,13:38:03,13.99,Alistair's Apple Watch S10
2026-09-21,13:38:23,13.99,Alistair's Apple Watch S10
2026-09-21,13:38:41,14.09,Alistair's Apple Watch S10
2026-09-21,13:38:56,13.99,Alistair's Apple Watch S10
2026-09-21,13:39:30,14.19,Alistair's Apple Watch S10
2026-09-21,13:40:04,14.59,Alistair's Apple Watch S10
2026-09-21,13:41:22,14.19,Alistair's Apple Watch S10
2026-09-21,13:43:09,14.29,Alistair's Apple Watch S10
2026-09-21,13:44:32,14.09,Alistair's Apple Watch S10
2026-09-21,13:45:04,13.99,Alistair's Apple Watch S10
2026-09-21,13:45:38,14.09,Alistair's Apple Watch S10
2026-09-21,13:46:04,14.19,Alistair's Apple Watch S10
2026-09-21,13:47:49,13.89,Alistair's Apple Watch S10
2026-09-21,13:48:18,14.09,Alistair's Apple Watch S10
2026-09-21,13:48:37,14.19,Alistair's Apple Watch S10
2026-09-21,13:49:10,13.99,Alistair's Apple Watch S10
2026-09-21,13:49:29,13.99,Alistair's Apple Watch S10
2026-09-21,13:49:51,13.99,Alistair's Apple Watch S10
2026-09-21,13:50:23,14.69,Alistair's Apple Watch S10
2026-09-21,13:50:38,14.39,Alistair's Apple Watch S10
2026-09-21,13:50:56,14.39,Alistair's Apple Watch S10
2026-09-21,13:51:11,14.19,Alistair's Apple Watch S10
2026-09-21,13:52:54,14.29,Alistair's Apple Watch S10
2026-09-21,13:53:11,14.09,Alistair's Apple Watch S10
2026-09-21,13:53:27,13.99,Alistair's Apple Watch S10
2026-09-21,13:53:44,13.99,Alistair's Apple Watch S10
2026-09-21,13:54:17,13.99,Alistair's Apple Watch S10
2026-09-21,13:54:33,13.99,Alistair's Apple Watch S10
2026-09-21,13:54:48,13.99,Alistair's Apple Watch S10
2026-09-21,13:55:03,13.99,Alistair's Apple Watch S10
2026-09-21,13:55:19,13.99,Alistair's Apple Watch S10
2026-09-21,13:55:34,13.89,Alistair's Apple Watch S10
2026-09-21,13:55:49,13.99,Alistair's Apple Watch S10
2026-09-21,13:56:08,13.89,Alistair's Apple Watch S10
2026-09-21,13:56:24,13.89,Alistair's Apple Watch S10
2026-09-21,13:56:39,13.99,Alistair's Apple Watch S10
2026-09-21,13:56:54,14.09,Alistair's Apple Watch S10
2026-09-21,13:57:09,13.99,Alistair's Apple Watch S10
2026-09-21,13:57:26,13.99,Alistair's Apple Watch S10
2026-09-21,13:57:44,14.09,Alistair's Apple Watch S10
2026-09-21,13:58:00,14.09,Alistair's Apple Watch S10
2026-09-21,13:58:22,14.09,Alistair's Apple Watch S10
2026-09-21,13:58:42,13.99,Alistair's Apple Watch S10
2026-09-21,13:58:58,13.89,Alistair's Apple Watch S10
2026-09-21,13:59:18,13.89,Alistair's Apple Watch S10
2026-09-21,13:59:33,13.99,Alistair's Apple Watch S10
2026-09-21,13:59:48,14.09,Alistair's Apple Watch S10
2026-09-21,14:00:03,14.09,Alistair's Apple Watch S10
2026-09-21,14:00:22,14.19,Alistair's Apple Watch S10
2026-09-21,14:00:37,14.09,Alistair's Apple Watch S10
2026-09-21,14:01:02,14.09,Alistair's Apple Watch S10
2026-09-21,14:01:37,13.99,Alistair's Apple Watch S10
2026-09-21,14:03:13,14.09,Alistair's Apple Watch S10
2026-09-21,14:03:35,14.09,Alistair's Apple Watch S10
2026-09-21,14:03:52,14.19,Alistair's Apple Watch S10
2026-09-21,14:04:11,14.29,Alistair's Apple Watch S10
2026-09-21,14:05:45,14.19,Alistair's Apple Watch S10
2026-09-21,14:06:52,14.09,Alistair's Apple Watch S10
2026-09-21,14:07:45,14.09,Alistair's Apple Watch S10
2026-09-21,14:08:30,13.99,Alistair's Apple Watch S10
2026-09-21,14:08:53,13.99,Alistair's Apple Watch S10
2026-09-21,14:09:45,14.19,Alistair's Apple Watch S10
2026-09-21,14:10:02,14.09,Alistair's Apple Watch S10
2026-09-21,14:10:41,14.09,Alistair's Apple Watch S10
2026-09-21,14:11:12,14.19,Alistair's Apple Watch S10
2026-09-21,14:11:30,14.09,Alistair's Apple Watch S10
2026-09-21,14:12:02,14.49,Alistair's Apple Watch S10
2026-09-21,14:12:19,14.69,Alistair's Apple Watch S10
2026-09-21,14:12:48,14.09,Alistair's Apple Watch S10
2026-09-21,14:13:03,14.09,Alistair's Apple Watch S10
2026-09-21,14:13:19,14.09,Alistair's Apple Watch S10
2026-09-21,14:13:40,13.99,Alistair's Apple Watch S10
2026-09-21,14:13:56,13.99,Alistair's Apple Watch S10
2026-09-21,14:14:11,14.19,Alistair's Apple Watch S10
2026-09-21,14:14:39,13.99,Alistair's Apple Watch S10
2026-09-21,14:15:08,14.19,Alistair's Apple Watch S10
2026-09-21,14:15:24,14.29,Alistair's Apple Watch S10
2026-09-21,14:15:52,14.89,Alistair's Apple Watch S10
2026-09-21,14:16:07,14.59,Alistair's Apple Watch S10
2026-09-21,14:16:29,14.29,Alistair's Apple Watch S10
